Date/Time (UTC-06:00) Central Time (US & Canada),RadarVehiclesCount,RadarSpeed (MPH)
4/26/2015 15:55,,
4/26/2015 16:00,65,64.78220393
4/26/2015 16:05,112,67.08323429
4/26/2015 16:10,110,66.98444029
4/26/2015 16:15,108,66.39055275
4/26/2015 16:20,111,67.86470888
4/26/2015 16:25,110,68.3846256
4/26/2015 16:30,98,67.84503219
4/26/2015 16:35,112,64.25387533
4/26/2015 16:40,113,67.33892604
4/26/2015 16:45,120,66.27694127
4/26/2015 16:50,114,66.0730017
4/26/2015 16:55,121,65.53678176
4/26/2015 17:00,107,66.11383702
4/26/2015 17:05,86,67.15709134
4/26/2015 17:10,101,67.68343169
4/26/2015 17:15,111,68.04930266
4/26/2015 17:20,107,66.85253355
4/26/2015 17:25,91,68.01322983
4/26/2015 17:30,92,66.28568594
4/26/2015 17:35,118,66.88989679
4/26/2015 17:40,121,66.73454167
4/26/2015 17:45,112,66.4330056
4/26/2015 17:50,95,66.83135311
4/26/2015 17:55,99,68.15451365
4/26/2015 18:00,113,64.93312935
4/26/2015 18:05,109,66.08356584
4/26/2015 18:10,102,66.04728063
4/26/2015 18:15,106,66.58726183
4/26/2015 18:20,112,65.60887337
4/26/2015 18:25,97,67.90664688
4/26/2015 18:30,107,68.7036842
4/26/2015 18:35,102,67.20328837
4/26/2015 18:40,93,66.99338597
4/26/2015 18:45,110,65.38213394
4/26/2015 18:50,106,66.95305411
4/26/2015 18:55,94,67.73093905
4/26/2015 19:00,97,65.60754598
4/26/2015 19:05,97,66.02323777
4/26/2015 19:10,99,66.19844309
4/26/2015 19:15,89,65.02131749
4/26/2015 19:20,100,65.13262595
4/26/2015 19:25,83,65.41214249
4/26/2015 19:30,91,65.69803335
4/26/2015 19:35,88,64.99813933
4/26/2015 19:40,101,63.50191246
4/26/2015 19:45,80,65.47258528
4/26/2015 19:50,85,65.73219473
4/26/2015 19:55,90,65.5745802
4/26/2015 20:00,99,65.89807607
4/26/2015 20:05,80,65.07386705
4/26/2015 20:10,87,65.7221843
4/26/2015 20:15,89,66.4936987
4/26/2015 20:20,80,64.77664121
4/26/2015 20:25,79,64.14286933
4/26/2015 20:30,78,64.03945221
4/26/2015 20:35,94,63.62513901
4/26/2015 20:40,85,64.01758437
4/26/2015 20:45,82,66.26508955
4/26/2015 20:50,83,63.6060568
4/26/2015 20:55,76,65.26746718
4/26/2015 21:00,69,64.33467938
4/26/2015 21:05,85,62.25703298
4/26/2015 21:10,62,65.37735059
4/26/2015 21:15,80,62.76486285
4/26/2015 21:20,74,64.29806706
4/26/2015 21:25,73,64.83403005
4/26/2015 21:30,75,64.03082227
4/26/2015 21:35,75,64.85244098
4/26/2015 21:40,63,63.6338723
4/26/2015 21:45,76,63.64036135
4/26/2015 21:50,75,64.87748034
4/26/2015 21:55,62,64.27382509
4/26/2015 22:00,69,63.42882721
4/26/2015 22:05,60,64.66933957
4/26/2015 22:10,61,63.51335364
4/26/2015 22:15,61,65.28308205
4/26/2015 22:20,51,62.12770517
4/26/2015 22:25,56,63.96697755
4/26/2015 22:30,49,63.92600475
4/26/2015 22:35,54,64.44013783
4/26/2015 22:40,56,65.15482848
4/26/2015 22:45,51,64.3081524
4/26/2015 22:50,56,65.57855953
4/26/2015 22:55,51,62.58983293
4/26/2015 23:00,44,65.68888856
4/26/2015 23:05,34,66.13164872
4/26/2015 23:10,40,63.18161371
4/26/2015 23:15,48,65.83427782
4/26/2015 23:20,37,67.99995212
4/26/2015 23:25,42,65.8594281
4/26/2015 23:30,32,64.2113144
4/26/2015 23:35,30,64.37405552
4/26/2015 23:40,40,63.39579316
4/26/2015 23:45,38,63.74232877
4/26/2015 23:50,28,65.10947908
4/26/2015 23:55,27,62.40637976
4/27/2015 0:00,32,62.34424264
4/27/2015 0:05,31,62.00100939
4/27/2015 0:10,37,63.04698486
4/27/2015 0:15,25,60.7701026
4/27/2015 0:20,15,62.46851688
4/27/2015 0:25,29,63.54556091
4/27/2015 0:30,26,60.42834845
4/27/2015 0:35,23,58.78171479
4/27/2015 0:40,22,66.95274596
4/27/2015 0:45,26,63.54367791
4/27/2015 0:50,22,60.91410283
4/27/2015 0:55,20,61.26719955
4/27/2015 1:00,9,64.0012328
4/27/2015 1:05,21,62.11492712
4/27/2015 1:10,13,59.23738668
4/27/2015 1:15,19,64.87115247
4/27/2015 1:20,15,62.65492776
4/27/2015 1:25,13,61.10150025
4/27/2015 1:30,15,65.7824972
4/27/2015 1:35,18,64.0012328
4/27/2015 1:40,17,63.46271173
4/27/2015 1:45,19,62.3753112
4/27/2015 1:50,14,62.24068141
4/27/2015 1:55,22,59.90018293
4/27/2015 2:00,21,59.11311244
4/27/2015 2:05,19,63.29701243
4/27/2015 2:10,27,61.73322795
4/27/2015 2:15,21,65.01465967
4/27/2015 2:20,12,65.65822296
4/27/2015 2:25,16,65.33274263
4/27/2015 2:30,22,67.88480275
4/27/2015 2:35,19,64.80901535
4/27/2015 2:40,20,65.140413
4/27/2015 2:45,27,62.39454416
