Date/Time (UTC-06:00) Central Time (US & Canada),RadarSpeed (MPH)
4/26/2015 15:55,
4/26/2015 16:00,70.21494472
4/26/2015 16:05,69.96639625
4/26/2015 16:10,68.72365386
4/26/2015 16:15,69.84212201
4/26/2015 16:20,70.71204168
4/26/2015 16:25,69.96639625
4/26/2015 16:30,70.09067048
4/26/2015 16:35,70.96059015
4/26/2015 16:40,71.95478406
4/26/2015 16:45,69.74891633
4/26/2015 16:50,69.34502505
4/26/2015 16:55,70.33921896
4/26/2015 17:00,72.20333254
4/26/2015 17:05,68.97220234
4/26/2015 17:10,70.96059015
4/26/2015 17:15,70.33921896
4/26/2015 17:20,70.58776744
4/26/2015 17:25,70.58776744
4/26/2015 17:30,72.20333254
4/26/2015 17:35,70.33921896
4/26/2015 17:40,70.33921896
4/26/2015 17:45,69.34502505
4/26/2015 17:50,72.57615525
4/26/2015 17:55,71.33341287
4/26/2015 18:00,68.8479281
4/26/2015 18:05,70.33921896
4/26/2015 18:10,70.96059015
4/26/2015 18:15,69.34502505
4/26/2015 18:20,70.83631592
4/26/2015 18:25,72.57615525
4/26/2015 18:30,70.09067048
4/26/2015 18:35,70.58776744
4/26/2015 18:40,71.95478406
4/26/2015 18:45,69.46929929
4/26/2015 18:50,70.58776744
4/26/2015 18:55,71.95478406
4/26/2015 19:00,71.20913863
4/26/2015 19:05,69.59357353
4/26/2015 19:10,70.96059015
4/26/2015 19:15,70.21494472
4/26/2015 19:20,68.97220234
4/26/2015 19:25,70.96059015
4/26/2015 19:30,70.21494472
4/26/2015 19:35,68.35083115
4/26/2015 19:40,70.21494472
4/26/2015 19:45,71.20913863
4/26/2015 19:50,69.46929929
4/26/2015 19:55,71.20913863
4/26/2015 20:00,71.45768711
4/26/2015 20:05,69.09647658
4/26/2015 20:10,69.34502505
4/26/2015 20:15,69.22075082
4/26/2015 20:20,70.21494472
4/26/2015 20:25,68.35083115
4/26/2015 20:30,67.60518572
4/26/2015 20:35,67.10808876
4/26/2015 20:40,69.71784777
4/26/2015 20:45,67.60518572
4/26/2015 20:50,66.85954028
4/26/2015 20:55,68.97220234
4/26/2015 21:00,68.22655691
4/26/2015 21:05,66.85954028
4/26/2015 21:10,68.22655691
4/26/2015 21:15,67.35663724
4/26/2015 21:20,67.85373419
4/26/2015 21:25,66.23816909
4/26/2015 21:30,68.8479281
4/26/2015 21:35,70.71204168
4/26/2015 21:40,69.46929929
4/26/2015 21:45,68.47510538
4/26/2015 21:50,70.58776744
4/26/2015 21:55,67.85373419
4/26/2015 22:00,67.72945995
4/26/2015 22:05,67.232363
4/26/2015 22:10,68.72365386
4/26/2015 22:15,67.35663724
4/26/2015 22:20,69.46929929
4/26/2015 22:25,67.72945995
4/26/2015 22:30,66.73526605
4/26/2015 22:35,67.72945995
4/26/2015 22:40,64.37405552
4/26/2015 22:45,68.22655691
4/26/2015 22:50,66.98381452
4/26/2015 22:55,66.23816909
